City,Latitude,Longitude,Solar_Irradiance_kWh/m²/day,Wind_Speed_m/s,PV_Power_kW,Wind_Power_kW,System_Efficiency_%,Hydrogen_Production_kg/day,Feasibility_Score,Latitude_Band
City 1583,17.28,-33.63,6.74,5.33,1201.2,2923.6,74.67,57.35,3.13,Tropical
City 1584,4.58,-128.42,7.19,1.92,1242.29,129.54,77.24,21.12,2.31,Equatorial
City 1585,68.41,77.3,3.03,11.69,539.76,29674.91,74.95,446.07,4.75,Polar
City 1586,-42.26,-74.39,4.24,7.65,732.53,8160.43,74.32,130.6,3.45,Subtropical
City 1587,30.37,9.17,5.46,7.06,938.46,6936.95,74.1,110.42,3.45,Subtropical
City 1588,-7.44,71.22,6.12,7.59,1099.52,8538.69,75.05,139.22,3.73,Equatorial
City 1589,-4.33,144.1,6.37,1.48,1106.71,60.0,73.67,16.12,2.04,Equatorial
City 1590,33.29,105.19,3.3,8.38,580.9,10976.78,77.49,162.6,3.58,Subtropical
City 1591,30.02,63.49,5.49,6.97,967.12,6740.09,78.74,114.11,3.48,Subtropical
City 1592,68.86,64.67,2.95,10.05,517.99,19492.78,78.83,302.68,4.16,Polar
City 1593,-43.31,160.53,3.69,10.54,661.37,22978.69,72.28,317.37,4.35,Subtropical
City 1594,-46.47,-73.5,3.62,10.84,639.89,23628.6,78.96,377.42,4.57,Temperate
City 1595,34.16,-179.6,4.23,5.05,736.45,2372.53,73.42,41.77,2.66,Subtropical
City 1596,15.19,-82.1,6.13,5.06,1094.61,2540.55,73.09,49.78,2.94,Tropical
City 1597,-24.36,-101.56,5.86,7.14,1006.35,7048.07,77.27,113.58,3.56,Tropical
City 1598,-49.68,58.26,2.65,8.29,465.16,11011.12,73.05,157.68,3.41,Temperate
City 1599,-48.86,48.14,3.78,10.35,679.29,21176.19,70.53,278.69,4.24,Temperate
City 1600,56.24,33.65,2.92,10.33,515.46,21068.38,73.74,295.15,4.17,Temperate
City 1601,-35.06,-174.15,4.6,12.09,820.06,34384.79,77.21,511.09,5.2,Subtropical
City 1602,-17.96,82.36,5.97,1.97,1054.3,141.85,73.27,16.61,2.1,Tropical
City 1603,-30.53,-63.53,4.77,6.75,850.67,5746.12,76.3,96.07,3.27,Subtropical
City 1604,-13.85,59.42,5.98,3.11,1072.84,596.06,76.6,23.71,2.43,Equatorial
City 1605,-50.97,20.37,3.32,10.61,574.29,22222.74,77.34,335.79,4.39,Temperate
City 1606,7.48,-56.62,6.96,1.0,1195.3,19.09,78.97,18.24,2.06,Equatorial
City 1607,-51.21,-131.55,3.62,9.99,633.73,19328.64,74.33,276.45,4.16,Temperate
City 1608,44.05,-146.01,4.03,6.83,712.86,6370.83,71.66,99.81,3.14,Subtropical
City 1609,-29.62,119.35,4.29,5.13,739.27,2542.18,73.19,45.85,2.69,Tropical
City 1610,10.2,150.62,6.1,1.4,1036.67,52.18,74.32,15.1,1.99,Equatorial
City 1611,54.41,53.92,3.64,8.28,631.39,11167.83,77.14,181.08,3.62,Temperate
City 1612,24.61,-142.76,5.3,9.17,951.61,15135.1,70.13,222.14,4.07,Tropical
City 1613,9.28,-35.27,6.68,4.87,1182.0,2241.65,73.16,50.01,2.98,Equatorial
City 1614,-17.84,82.42,6.63,7.35,1154.52,7523.82,77.8,130.88,3.75,Tropical
City 1615,-16.71,100.74,6.35,9.83,1091.66,17726.86,76.71,270.76,4.53,Tropical
City 1616,27.03,-137.44,5.15,7.36,894.58,7670.27,77.32,122.92,3.53,Tropical
City 1617,69.24,-179.99,1.9,9.53,325.86,17079.05,78.12,262.77,3.82,Polar
City 1618,26.04,76.37,3.9,7.77,667.23,9280.21,77.83,154.55,3.5,Tropical
City 1619,12.51,-51.63,6.04,3.89,1081.56,1072.69,76.82,31.86,2.65,Equatorial
City 1620,34.98,-88.39,4.39,6.24,789.75,4575.9,74.4,78.89,3.05,Subtropical
City 1621,0.48,-175.36,7.16,1.0,1229.26,18.93,79.84,18.59,2.1,Equatorial
City 1622,-52.18,14.51,3.27,11.53,557.74,30617.75,75.69,443.95,4.75,Temperate
City 1623,13.1,126.41,5.92,4.34,1026.42,1587.6,72.03,37.3,2.71,Equatorial
City 1624,64.49,164.75,1.6,10.9,278.67,24394.66,72.93,351.13,4.19,Polar
City 1625,-37.21,23.67,3.93,5.13,675.34,2438.79,76.94,47.83,2.68,Subtropical
City 1626,29.7,5.21,5.16,8.06,892.63,10016.75,79.25,169.01,3.79,Tropical
City 1627,-33.88,-149.38,5.49,5.48,943.72,2998.75,71.79,53.48,2.95,Subtropical
City 1628,9.66,17.59,6.28,4.61,1115.37,1928.87,70.82,41.1,2.82,Equatorial
City 1629,-47.43,-43.21,3.84,10.94,680.81,25523.09,78.82,408.94,4.67,Temperate
City 1630,-1.45,38.57,7.37,6.12,1300.51,4341.51,79.15,85.31,3.5,Equatorial
City 1631,38.3,-40.06,3.91,7.78,680.44,8863.69,72.76,128.55,3.42,Subtropical
City 1632,-14.82,-93.49,6.15,1.06,1100.74,23.66,73.77,15.65,1.9,Equatorial
City 1633,26.44,-145.81,4.78,14.13,858.77,52362.46,76.6,775.93,6.11,Tropical
City 1634,43.41,-66.63,4.39,12.71,754.58,37940.29,73.3,516.02,5.29,Subtropical
City 1635,60.53,-145.21,2.84,11.86,488.86,33161.58,78.77,516.56,4.91,Polar
City 1636,-29.5,-116.32,5.08,5.07,891.09,2551.68,71.08,44.58,2.77,Tropical
City 1637,-8.09,175.44,6.04,4.52,1032.73,1819.7,70.38,37.76,2.75,Equatorial
City 1638,-40.19,-20.12,4.54,6.66,791.7,5432.77,72.08,87.98,3.16,Subtropical
City 1639,69.02,11.47,3.21,14.06,564.51,50847.21,72.86,709.29,5.74,Polar
City 1640,60.51,134.5,2.26,10.71,396.06,22159.65,71.13,315.8,4.17,Polar
City 1641,10.19,178.4,6.12,3.06,1060.05,528.83,70.66,20.98,2.38,Equatorial
City 1642,49.46,29.78,3.65,7.77,640.88,9168.48,77.56,151.51,3.46,Temperate
City 1643,7.72,112.49,6.85,7.58,1230.62,8033.87,71.64,122.25,3.77,Equatorial
City 1644,21.07,-62.3,5.25,10.11,902.56,20088.68,79.14,300.29,4.5,Tropical
City 1645,-48.41,-69.93,2.19,12.66,387.44,37565.57,73.68,552.14,5.02,Temperate
City 1646,38.19,-35.03,5.01,9.71,853.3,17208.58,76.71,270.22,4.3,Subtropical
City 1647,-43.4,62.1,4.34,7.71,741.1,9144.31,72.25,131.88,3.46,Subtropical
City 1648,47.39,65.59,2.81,1.0,493.44,18.49,72.4,7.4,1.39,Temperate
City 1649,41.66,-66.51,3.78,8.91,646.53,13261.43,75.75,200.21,3.82,Subtropical
City 1650,32.14,-132.04,5.53,7.21,942.1,6969.61,75.61,119.05,3.52,Subtropical
City 1651,-55.3,47.66,3.85,9.88,661.61,17570.5,77.69,269.26,4.19,Temperate
City 1652,-20.59,-133.8,6.03,6.19,1058.77,4510.46,77.58,81.85,3.3,Tropical
City 1653,-25.8,28.26,5.11,3.26,903.98,652.19,76.71,22.56,2.35,Tropical
City 1654,-13.18,69.63,6.12,6.71,1052.57,5862.46,74.49,96.17,3.44,Equatorial
City 1655,-48.61,72.22,3.53,10.44,624.06,22350.36,78.91,345.66,4.41,Temperate
City 1656,61.8,91.25,3.24,11.89,556.33,32056.18,76.23,469.96,4.88,Polar
City 1657,11.99,134.23,5.72,7.57,1007.93,7823.49,79.9,127.54,3.69,Equatorial
City 1658,-20.28,-0.01,5.18,7.54,901.48,8240.98,78.19,132.4,3.6,Tropical
City 1659,-8.39,82.89,6.92,3.81,1221.23,1004.93,70.44,28.9,2.69,Equatorial
City 1660,-1.86,42.9,6.85,4.01,1232.19,1239.48,73.21,35.71,2.76,Equatorial
City 1661,18.08,-112.81,6.42,6.04,1152.29,4258.72,75.72,78.66,3.3,Tropical
City 1662,7.04,-170.75,6.17,4.97,1049.43,2262.5,77.21,49.94,2.97,Equatorial
City 1663,59.52,-77.57,2.81,12.45,501.89,37876.83,75.5,577.04,5.11,Temperate
City 1664,4.61,-20.51,6.22,6.07,1060.93,4432.54,77.86,82.5,3.3,Equatorial
City 1665,68.98,42.16,2.18,16.09,390.49,81774.55,72.83,1194.68,6.8,Polar
City 1666,50.69,125.99,2.71,14.58,468.81,57735.6,71.84,778.72,5.89,Temperate
City 1667,-32.89,-109.35,4.45,7.49,774.13,8051.54,70.54,114.38,3.38,Subtropical
City 1668,60.98,-134.8,2.01,1.0,344.13,19.83,75.73,5.18,1.3,Polar
City 1669,-44.87,166.85,4.21,11.58,719.72,28941.82,76.89,431.97,4.89,Subtropical
City 1670,46.27,-141.1,4.12,7.28,730.25,7564.91,73.26,120.27,3.32,Temperate
City 1671,-10.52,-7.74,5.4,3.05,968.73,510.33,76.14,21.53,2.33,Equatorial
City 1672,54.14,30.8,3.88,8.42,682.84,10740.04,70.52,149.71,3.58,Temperate
City 1673,52.85,14.89,4.55,8.17,805.96,10637.38,70.99,158.3,3.63,Temperate
City 1674,44.77,-149.03,3.89,10.01,690.78,19568.06,77.02,296.64,4.26,Subtropical
City 1675,42.7,-159.47,3.69,4.37,637.03,1635.87,73.68,30.69,2.4,Subtropical
City 1676,-20.39,-142.03,6.98,3.34,1190.57,743.22,76.71,28.41,2.64,Tropical
City 1677,-49.48,30.81,2.88,9.81,489.12,17194.66,78.32,274.53,4.05,Temperate
City 1678,-7.61,15.96,6.48,6.32,1123.83,4657.91,78.53,89.37,3.42,Equatorial
City 1679,-37.44,-95.85,4.47,9.35,770.5,16180.41,71.72,233.1,4.03,Subtropical
City 1680,30.34,49.6,5.55,5.07,946.71,2387.46,74.86,46.81,2.88,Subtropical
City 1681,-15.01,115.22,6.13,3.06,1053.0,552.15,77.34,22.56,2.45,Tropical
City 1682,66.83,-165.03,2.07,9.42,354.93,15914.43,77.74,239.54,3.78,Polar
City 1683,23.33,-0.67,4.89,6.93,876.32,6052.07,77.85,105.2,3.36,Tropical
City 1684,46.92,68.15,3.54,12.41,607.54,35457.93,72.28,488.02,5.04,Temperate
City 1685,-42.77,-89.17,3.5,3.16,614.26,600.02,71.93,16.13,2.03,Subtropical
City 1686,52.06,-69.2,3.38,8.65,594.57,12772.49,75.9,201.52,3.7,Temperate
City 1687,59.96,40.91,2.52,6.66,442.24,5746.1,77.41,94.1,2.94,Temperate
City 1688,3.32,143.26,6.02,1.0,1029.49,19.24,73.19,14.8,1.86,Equatorial
City 1689,18.81,111.57,6.31,8.3,1092.93,10854.24,71.05,155.11,3.91,Tropical
City 1690,39.43,29.93,3.99,9.3,680.58,14978.66,77.17,221.01,3.99,Subtropical
City 1691,-37.27,82.88,3.76,8.85,653.55,12645.01,73.0,176.74,3.74,Subtropical
City 1692,5.33,-48.66,6.54,6.84,1124.57,6011.3,71.66,98.35,3.5,Equatorial
City 1693,-8.17,50.75,6.46,3.62,1134.84,855.23,71.48,25.93,2.58,Equatorial
City 1694,-40.97,-12.17,3.26,7.02,576.57,6360.97,73.15,99.9,3.1,Subtropical
City 1695,-12.22,-111.62,6.31,10.69,1106.34,23022.25,75.93,366.14,4.87,Equatorial
City 1696,-51.14,72.63,2.9,8.5,505.03,11557.51,73.58,166.27,3.52,Temperate
City 1697,-56.64,20.33,3.89,11.5,676.44,27526.82,70.21,374.38,4.68,Temperate
City 1698,-42.43,-50.9,4.29,8.26,765.76,10803.28,70.97,159.47,3.62,Subtropical
City 1699,65.2,148.08,2.24,5.9,384.97,3922.31,72.91,62.41,2.61,Polar
City 1700,11.44,-172.46,5.83,1.0,1033.32,18.16,76.6,15.94,1.87,Equatorial
City 1701,65.56,-66.32,2.36,9.11,418.82,15026.44,70.99,198.61,3.61,Polar
City 1702,-3.78,-159.52,7.04,7.02,1226.68,6289.86,75.61,104.22,3.67,Equatorial
City 1703,-19.46,95.95,5.62,7.92,972.94,9780.95,71.2,149.37,3.71,Tropical
City 1704,5.8,72.76,6.49,6.87,1133.06,5823.93,72.12,97.22,3.51,Equatorial
City 1705,-2.86,-60.71,6.83,1.82,1167.25,118.9,71.72,16.85,2.17,Equatorial
City 1706,-46.26,63.24,3.46,12.67,589.72,36656.05,70.67,500.24,5.1,Temperate
City 1707,23.31,-37.46,5.2,3.92,889.27,1174.21,76.71,30.97,2.53,Tropical
City 1708,-31.92,92.25,3.72,7.72,639.89,8626.56,74.63,127.51,3.39,Subtropical
City 1709,20.55,-16.49,6.05,6.03,1058.76,4267.7,78.31,82.35,3.27,Tropical
City 1710,24.53,-31.58,5.43,6.02,969.67,4098.07,70.99,65.14,3.09,Tropical
City 1711,-40.24,156.5,3.8,11.37,654.39,26667.37,71.45,381.91,4.66,Subtropical
City 1712,-52.02,-89.68,4.31,7.44,772.58,8044.08,73.06,123.89,3.39,Temperate
City 1713,41.5,-136.64,4.14,4.78,743.08,1976.33,77.66,39.34,2.62,Subtropical
City 1714,-0.23,30.44,6.47,4.07,1161.24,1340.43,73.06,35.53,2.72,Equatorial
City 1715,-52.44,168.96,3.76,8.24,670.27,10143.49,74.08,156.74,3.57,Temperate
City 1716,69.33,-43.98,2.35,19.38,407.31,137926.65,73.02,2006.77,8.83,Polar
City 1717,-52.49,-157.67,3.52,10.94,601.49,25462.34,70.8,345.74,4.45,Temperate
City 1718,30.35,-57.85,4.66,6.01,819.11,4082.5,79.39,75.39,3.07,Subtropical
City 1719,67.88,2.14,2.47,8.15,434.36,9970.37,75.49,150.84,3.36,Polar
City 1720,-28.91,-121.71,4.85,2.19,864.95,204.99,77.88,15.87,2.04,Tropical
City 1721,-41.51,56.92,4.37,5.59,786.86,3413.98,76.58,63.64,2.88,Subtropical
City 1722,-44.22,179.19,2.95,8.71,516.86,13110.43,75.14,184.38,3.62,Subtropical
City 1723,-20.57,-17.37,5.34,9.63,926.73,16724.7,70.9,232.32,4.22,Tropical
City 1724,-46.86,-52.3,4.58,11.49,787.22,28845.0,76.43,432.03,4.92,Temperate
City 1725,29.98,-35.75,4.52,7.57,768.24,8126.1,71.55,116.83,3.42,Tropical
City 1726,-51.9,-138.55,3.06,8.38,536.64,10904.15,74.14,168.09,3.52,Temperate
City 1727,6.22,137.98,6.34,5.29,1113.07,2894.41,76.29,58.99,3.08,Equatorial
City 1728,69.57,-30.66,1.52,9.66,271.41,16840.49,77.82,252.43,3.78,Polar
City 1729,45.82,-40.58,2.69,12.88,470.65,40267.39,76.85,614.55,5.27,Temperate
City 1730,19.98,57.49,5.49,5.52,982.94,3171.72,76.72,60.24,3.02,Tropical
City 1731,-20.19,-20.87,5.65,5.8,996.84,3795.72,71.49,65.5,3.07,Tropical
City 1732,21.11,53.36,5.5,1.0,980.56,19.84,73.46,13.23,1.79,Tropical
City 1733,8.52,-157.88,6.33,4.36,1085.74,1605.65,70.43,35.51,2.75,Equatorial
City 1734,-4.61,112.94,6.7,6.55,1196.11,5328.43,77.19,92.06,3.5,Equatorial
City 1735,-43.01,158.58,4.5,5.63,795.54,3492.98,79.53,66.09,2.94,Subtropical
City 1736,55.26,53.56,3.04,7.65,521.4,8629.27,72.64,126.02,3.26,Temperate
City 1737,-1.53,163.64,6.61,6.13,1135.56,4183.52,70.88,70.14,3.29,Equatorial
City 1738,-34.7,-125.48,4.43,3.78,794.23,981.16,74.76,25.13,2.36,Subtropical
City 1739,-12.19,-8.13,6.44,7.86,1096.24,8789.57,78.57,143.06,3.88,Equatorial
City 1740,-6.16,36.65,7.27,3.29,1270.33,671.06,75.52,29.1,2.66,Equatorial
City 1741,47.58,29.43,3.36,7.79,580.92,9277.68,70.47,125.8,3.31,Temperate
City 1742,35.37,-35.47,4.57,4.73,807.93,1967.71,79.74,43.67,2.7,Subtropical
City 1743,40.01,-58.29,4.37,8.95,779.32,13437.66,78.29,211.72,3.95,Subtropical
City 1744,-58.57,-134.34,2.4,16.01,417.36,81273.96,71.32,1120.78,6.69,Temperate
City 1745,-5.9,-38.97,6.6,6.54,1149.69,5512.73,79.22,98.2,3.51,Equatorial
City 1746,2.57,-121.44,6.09,2.1,1094.55,178.19,74.51,18.9,2.17,Equatorial
City 1747,-57.51,84.37,2.09,12.59,371.71,36982.03,73.72,511.18,4.93,Temperate
City 1748,-26.22,-104.82,5.35,5.83,957.08,3614.54,74.61,65.41,3.06,Tropical
City 1749,38.84,-158.92,4.09,11.32,713.15,26156.75,78.35,420.75,4.81,Subtropical
City 1750,-42.18,18.85,4.15,10.23,715.01,19524.31,76.59,306.36,4.36,Subtropical
City 1751,9.59,34.28,6.32,1.0,1100.38,18.59,70.59,15.07,1.88,Equatorial
City 1752,-32.02,133.89,4.27,4.69,756.5,1973.5,79.58,43.41,2.64,Subtropical
City 1753,-58.42,27.71,2.89,12.2,494.06,32945.17,71.48,463.76,4.85,Temperate
City 1754,-28.64,-55.63,4.38,7.24,756.17,6944.59,77.46,109.85,3.37,Tropical
City 1755,66.86,109.08,3.02,8.13,513.96,9856.2,76.36,148.96,3.44,Polar
City 1756,44.2,14.5,3.23,6.84,562.72,6153.94,71.88,90.13,3.02,Subtropical
City 1757,64.74,-151.46,2.37,5.71,422.5,3578.27,71.71,53.61,2.56,Polar
City 1758,3.42,23.71,6.24,4.12,1062.24,1336.99,78.7,36.86,2.76,Equatorial
City 1759,-45.73,146.89,4.08,14.1,721.83,51864.1,74.2,747.9,5.94,Temperate
City 1760,11.23,-37.33,6.05,7.14,1084.53,6810.06,76.55,109.23,3.57,Equatorial
City 1761,-0.93,-73.32,6.68,9.57,1150.65,15941.59,75.04,253.38,4.47,Equatorial
City 1762,49.77,-128.35,3.94,11.18,697.65,25804.63,77.27,380.78,4.69,Temperate
City 1763,-47.25,-125.48,3.71,11.29,666.38,28514.42,74.79,436.37,4.74,Temperate
City 1764,3.47,-24.2,7.02,9.28,1260.11,15963.14,72.87,249.87,4.42,Equatorial
City 1765,-40.49,34.44,3.67,8.99,633.35,14031.27,73.63,214.68,3.82,Subtropical
City 1766,-17.79,-150.98,5.05,5.31,863.93,2971.44,78.59,59.15,2.92,Tropical
City 1767,35.86,158.24,4.54,10.17,779.16,20269.62,74.68,289.88,4.36,Subtropical
City 1768,1.88,91.85,6.71,7.82,1187.6,8648.97,72.13,135.28,3.83,Equatorial
City 1769,-11.13,31.18,6.53,3.91,1158.17,1198.39,79.35,34.5,2.76,Equatorial
City 1770,-8.72,118.24,6.35,3.07,1122.28,525.46,77.97,23.79,2.49,Equatorial
City 1771,-0.27,-151.13,7.08,4.37,1228.0,1620.91,70.56,38.64,2.87,Equatorial
City 1772,42.05,-8.34,3.24,10.28,557.1,20127.34,79.99,299.17,4.27,Subtropical
City 1773,55.97,46.83,4.03,11.59,707.85,29261.68,76.95,459.82,4.91,Temperate
City 1774,64.19,118.32,2.42,6.86,423.86,6225.06,71.6,94.44,2.91,Polar
City 1775,42.3,102.05,4.39,13.01,777.94,41547.8,72.37,574.7,5.44,Subtropical
City 1776,-19.0,-80.26,5.25,4.3,916.05,1467.68,76.92,34.9,2.64,Tropical
City 1777,29.46,158.72,5.09,6.28,882.88,4630.61,77.8,81.21,3.19,Tropical
City 1778,-3.11,-135.24,6.13,2.05,1060.22,162.03,72.39,17.49,2.14,Equatorial
City 1779,-26.89,135.05,5.34,13.44,919.7,48303.98,72.57,692.18,5.86,Tropical
City 1780,49.31,169.54,3.37,9.54,581.87,16996.62,73.07,238.35,3.94,Temperate
City 1781,-55.0,-116.22,3.16,7.37,540.93,7582.12,75.98,116.61,3.22,Temperate
City 1782,57.23,79.94,3.34,11.88,579.9,30871.4,71.72,425.37,4.79,Temperate
City 1783,-0.01,-165.5,6.38,5.92,1087.47,4078.57,71.04,73.1,3.21,Equatorial
City 1784,22.84,-34.05,5.06,5.81,869.5,3599.85,76.79,62.98,3.04,Tropical
City 1785,25.72,5.86,5.43,8.67,963.39,12018.14,77.79,183.58,3.99,Tropical
City 1786,56.37,29.03,4.1,7.57,710.96,8136.55,75.01,131.14,3.42,Temperate
City 1787,22.77,156.94,5.34,5.04,943.0,2536.49,73.64,50.72,2.83,Tropical
City 1788,19.81,62.01,5.91,1.0,1046.85,18.26,74.32,15.63,1.86,Tropical
City 1789,-51.34,-6.74,3.35,5.82,589.51,3603.43,73.88,58.93,2.76,Temperate
City 1790,7.39,111.48,7.45,9.26,1338.57,15068.96,79.6,252.32,4.54,Equatorial
City 1791,-40.48,162.19,3.29,12.15,560.5,33287.88,77.68,502.91,5.02,Subtropical
City 1792,35.87,-172.06,4.54,7.75,804.74,8912.02,72.08,127.04,3.49,Subtropical
City 1793,6.59,173.71,5.73,8.82,1028.32,12953.39,73.84,198.14,4.05,Equatorial
City 1794,28.43,-148.99,3.76,6.44,671.02,5046.48,75.44,77.76,3.02,Tropical
City 1795,-54.58,113.18,3.33,8.85,571.34,12630.83,76.13,187.45,3.72,Temperate
City 1796,-48.98,-79.08,3.64,9.04,630.93,13501.57,74.68,209.66,3.83,Temperate
City 1797,33.12,-132.42,4.54,7.0,779.46,6736.97,78.1,109.24,3.34,Subtropical
City 1798,-50.63,-21.65,3.4,8.52,598.95,12249.41,77.68,198.4,3.68,Temperate
City 1799,-50.74,51.82,5.0,11.93,885.18,31376.82,75.05,447.95,5.1,Temperate
City 1800,-58.43,-42.86,2.78,10.22,481.61,19444.73,78.54,291.56,4.16,Temperate
City 1801,64.35,-160.36,2.75,12.22,482.49,33006.54,77.51,499.86,4.95,Polar
City 1802,35.88,35.81,4.16,10.17,736.65,20189.91,77.79,317.8,4.38,Subtropical
City 1803,-14.08,144.87,6.16,6.38,1073.54,5041.76,79.56,92.46,3.41,Equatorial
City 1804,-21.45,-42.04,5.38,3.72,960.43,964.5,72.66,27.65,2.47,Tropical
City 1805,-14.54,-102.12,5.78,2.07,1026.67,172.13,72.68,15.75,2.09,Equatorial
City 1806,40.7,-20.67,5.06,8.44,863.49,11689.25,78.89,196.51,3.91,Subtropical
City 1807,25.98,-162.59,5.77,6.17,1016.76,4666.6,77.72,81.24,3.26,Tropical
City 1808,-35.92,115.38,4.55,7.81,784.84,8639.75,79.27,147.68,3.61,Subtropical
City 1809,-37.37,117.48,3.23,7.7,567.51,8381.54,70.63,118.84,3.27,Subtropical
City 1810,-47.21,31.68,3.51,15.18,631.17,63440.13,76.28,961.09,6.46,Temperate
City 1811,25.84,-52.88,6.54,3.26,1169.78,682.75,71.45,25.6,2.5,Tropical
City 1812,39.37,107.92,4.13,2.96,718.61,508.95,75.04,16.9,2.11,Subtropical
City 1813,-25.54,19.69,5.76,7.39,996.6,7713.72,71.56,123.64,3.57,Tropical
City 1814,-57.28,117.34,3.71,8.79,639.67,12324.3,71.28,170.87,3.69,Temperate
City 1815,-49.32,47.33,3.66,9.72,641.21,17042.11,70.12,229.25,3.99,Temperate
City 1816,65.82,102.39,1.97,12.04,337.42,32470.59,76.3,491.36,4.77,Polar
City 1817,-21.59,35.48,4.27,9.37,749.51,15727.8,73.59,220.83,4.01,Tropical
City 1818,40.0,-30.91,4.54,4.23,772.23,1403.25,71.05,28.51,2.46,Subtropical
City 1819,21.21,164.86,5.11,4.73,884.93,1918.85,73.23,39.03,2.7,Tropical
City 1820,-10.35,14.8,6.36,6.11,1095.83,4431.94,71.69,77.91,3.27,Equatorial
City 1821,-33.26,37.83,4.05,9.25,727.27,14730.19,79.42,224.59,4.01,Subtropical
City 1822,-44.22,-100.62,3.77,13.91,668.67,50832.34,73.2,719.87,5.8,Subtropical
City 1823,19.95,45.23,5.62,8.38,975.09,10759.95,73.34,167.16,3.88,Tropical
City 1824,40.7,25.78,4.29,7.93,732.45,9770.21,78.4,162.38,3.61,Subtropical
City 1825,23.71,-113.46,4.78,4.14,837.84,1362.1,76.48,33.43,2.53,Tropical
City 1826,8.94,-158.55,6.97,3.48,1200.24,836.9,77.1,30.74,2.68,Equatorial
City 1827,-54.55,37.57,2.88,7.97,505.63,9624.8,76.36,149.34,3.39,Temperate
City 1828,65.9,94.93,1.55,12.23,276.36,36357.3,79.46,549.22,4.87,Polar
City 1829,43.83,8.42,3.88,9.03,683.0,14546.63,72.07,200.03,3.82,Subtropical
City 1830,-21.93,-98.36,5.48,2.88,966.66,459.52,79.89,22.13,2.34,Tropical
City 1831,67.4,59.95,2.36,9.65,414.42,17853.06,78.31,285.9,3.95,Polar
City 1832,18.24,-151.16,6.4,8.02,1148.05,9612.61,75.89,159.03,3.91,Tropical
City 1833,15.71,-20.94,5.78,6.45,1036.77,5027.8,76.62,83.8,3.33,Tropical
City 1834,37.25,-121.19,4.33,9.15,758.78,13843.16,76.49,212.12,3.98,Subtropical
City 1835,45.53,-113.59,3.26,9.51,564.39,16496.68,70.58,231.57,3.89,Temperate
City 1836,25.34,-107.17,5.64,10.6,984.08,23159.89,72.18,337.73,4.67,Tropical
City 1837,-43.35,-40.79,4.06,8.92,697.4,13895.87,79.61,225.86,3.94,Subtropical
City 1838,-16.03,-161.59,5.67,4.64,999.67,1825.09,75.34,40.68,2.78,Tropical
City 1839,60.65,-36.79,1.8,7.78,315.37,8879.97,73.78,125.15,3.12,Polar
City 1840,-30.8,4.21,5.57,7.7,952.01,8392.21,77.62,144.22,3.71,Subtropical
City 1841,-11.62,-6.01,5.57,1.0,958.4,19.32,75.25,14.27,1.82,Equatorial
City 1842,-3.83,-42.2,6.44,3.92,1125.03,1105.21,70.13,28.89,2.64,Equatorial
City 1843,-2.88,122.09,6.98,3.77,1248.15,1064.03,77.36,33.35,2.76,Equatorial
City 1844,19.68,-127.68,5.02,2.56,882.53,308.65,77.32,18.28,2.16,Tropical
City 1845,62.6,2.05,1.87,7.94,330.87,9299.54,71.65,136.45,3.17,Polar
City 1846,-28.71,-157.67,3.93,8.9,681.13,13866.42,79.57,217.73,3.9,Tropical
City 1847,-44.2,-154.38,4.27,9.0,749.62,13777.86,72.24,189.71,3.86,Subtropical
City 1848,-34.33,26.59,4.32,7.69,754.49,8198.98,74.58,120.84,3.46,Subtropical
City 1849,55.3,23.77,4.59,10.3,811.02,20725.17,71.15,284.5,4.36,Temperate
City 1850,23.96,136.09,4.83,6.63,822.85,5288.17,76.03,89.48,3.24,Tropical
City 1851,-22.83,20.83,4.94,9.39,864.35,16536.4,73.75,246.0,4.15,Tropical
City 1852,46.07,165.52,3.49,8.92,604.01,13591.15,73.53,201.11,3.76,Temperate
City 1853,51.98,-162.47,3.48,5.55,603.49,3168.78,78.27,57.38,2.75,Temperate
City 1854,50.05,-144.72,3.26,13.08,585.82,42803.68,70.1,548.61,5.24,Temperate
City 1855,59.46,-164.14,3.14,10.87,540.21,23328.23,77.98,338.94,4.44,Temperate
City 1856,-27.21,-113.3,4.61,5.25,797.37,2832.48,75.71,51.45,2.8,Tropical
City 1857,38.16,14.86,3.64,4.68,637.07,2037.42,79.86,39.11,2.55,Subtropical
City 1858,-0.13,52.41,6.09,5.0,1088.18,2472.72,75.89,49.05,2.95,Equatorial
City 1859,49.46,-163.59,2.43,8.65,422.53,12105.04,70.55,170.43,3.46,Temperate
City 1860,34.7,160.55,4.31,11.41,765.06,27674.88,70.51,393.63,4.75,Subtropical
City 1861,40.94,123.18,3.98,7.23,711.37,6826.62,78.83,115.91,3.33,Subtropical
City 1862,25.3,-73.22,4.91,4.44,850.48,1685.72,78.41,39.05,2.65,Tropical
City 1863,-36.93,-152.21,5.04,9.93,875.95,18688.6,73.46,277.83,4.34,Subtropical
City 1864,10.85,-118.84,6.85,7.4,1189.67,7661.82,76.18,131.29,3.78,Equatorial
City 1865,68.01,-134.3,2.07,11.22,369.52,28005.9,74.9,394.09,4.42,Polar
City 1866,61.86,-135.62,1.77,11.88,302.16,30719.37,79.67,493.96,4.74,Polar
City 1867,-54.39,6.68,2.91,9.34,503.59,14703.14,79.5,222.04,3.87,Temperate
City 1868,-38.57,-91.49,4.0,8.44,707.16,10918.0,79.84,171.05,3.73,Subtropical
